Code,Parent,Name,Latitude,Longitude,Postal
1101,11,SIMEULUE,2.5383346945001,96.038211656001,23800
1102,11,"ACEH SINGKIL",2.3069149910001,97.637140868501,24700
1103,11,"ACEH SELATAN",3.0700089100002,97.424192250503,23700
1104,11,"ACEH TENGGARA",3.3380285180001,97.617484598502,24600
1105,11,"ACEH TIMUR",4.7028123290002,97.639237315504,24400
1106,11,"ACEH TENGAH",4.5625098065,96.814866159498,24500
1107,11,"ACEH BARAT",4.4521412614998,96.185668354494,23600
1108,11,"ACEH BESAR",5.4086664170001,95.425966111001,"23300,23900"
1109,11,PIDIE,5.1132499695003,96.086780383504,24100
1110,11,BIREUEN,5.0835635685008,96.624443076014,"24200,24300"
1111,11,"ACEH UTARA",4.9935997024999,97.150688526996,24300
1112,11,"ACEH BARAT DAYA",3.8357348480001,96.867256780501,23700
1113,11,"GAYO LUES",3.981048735,97.323526577499,24600
1114,11,"ACEH TAMIANG",4.2037993474998,98.000983397494,24400
1115,11,"NAGAN RAYA",4.1759264970001,96.505614046002,23600
1116,11,"ACEH JAYA",4.81081781,95.666547936499,23600
1117,11,"BENER MERIAH",4.7747938650002,96.992393313503,24500
1118,11,"PIDIE JAYA",5.1047824999984,96.195214988467,24100
1171,11,"BANDA ACEH",5.5618452790045,95.328702319581,"23100,23200"
1172,11,SABANG,5.9243493504999,95.245573947998,23500
1173,11,LANGSA,4.4847757890015,97.981579817533,24400
1174,11,LHOKSEUMAWE,5.1620174030084,97.102680088658,24300
1175,11,SUBULUSSALAM,2.7561376380002,97.941669174502,"24800,24700"
1201,12,NIAS,1.084309412,97.730102600497,22800
1202,12,"MANDAILING NATAL",0.77960487200007,99.390625841499,22900
1203,12,"TAPANULI SELATAN",1.5510683150001,99.178020473502,22700
1204,12,"TAPANULI TENGAH",1.8678096525001,98.5961599385,"22500,22600"
1205,12,"TAPANULI UTARA",2.0112491695,99.068779578498,22400
1206,12,"TOBA SAMOSIR",2.3855824925001,99.246650914502,22300
1207,12,"LABUHAN BATU",2.2702342625001,100.013230289,21400
1208,12,ASAHAN,2.8468915375,99.533045761499,"21200,21300"
1209,12,SIMALUNGUN,2.9506125199999,99.049254793998,21100
1210,12,DAIRI,2.8353840945,98.254395979497,22200
1211,12,KARO,3.0996256505001,98.2497260725,22100
1212,12,"DELI SERDANG",3.4798720589999,98.707102389996,"20300,20500"
1213,12,LANGKAT,3.760212231,98.2325739545,"20700,20800"
1214,12,"NIAS SELATAN",0.19799531150005,98.233614654499,22800
1215,12,"HUMBANG HASUNDUTAN",2.2382983235002,98.607129197007,22400
1216,12,"PAKPAK BHARAT",2.5302778540004,98.268525885515,22200
1217,12,SAMOSIR,2.55513449,98.696777770999,22300
1218,12,"SERDANG BEDAGAI",3.349220352,99.031442709499,"20600,20900"
1219,12,"BATU BARA",3.2296711175,99.480008458996,"21600,21200"
1220,12,"PADANG LAWAS UTARA",1.6364092690001,99.845542886001,22700
1221,12,"PADANG LAWAS",1.1565422415001,99.801475453,22700
1222,12,"LABUHAN BATU SELATAN",1.8337746935001,100.060497268,"21500,21400"
1223,12,"LABUHAN BATU UTARA",2.4255693095,99.734228536,"21700,21400"
1224,12,"NIAS UTARA",1.3101570355001,97.290168237505,22800
1225,12,"NIAS BARAT",0.98231663450004,97.457968397497,22800
1271,12,SIBOLGA,1.7308322719992,98.784060296451,22500
1272,12,"TANJUNG BALAI",2.9727883370008,99.795399716527,21300
1273,12,"PEMATANG SIANTAR",2.9545861285005,99.063493794509,21100
1274,12,"TEBING TINGGI",3.328066840496,99.154126443879,20600
1275,12,MEDAN,3.6423669029996,98.669493706988,"20100,20200,20400,20500"
1276,12,BINJAI,3.6002175559984,98.488723092458,20700
1277,12,PADANGSIDIMPUAN,1.3868554095005,99.285813848533,22700
1278,12,GUNUNGSITOLI,1.2520347220001,97.580451311009,22800
1301,13,"KEPULAUAN MENTAWAI",-2.4610751414999,99.825395214,"25700,25300"
1302,13,"PESISIR SELATAN",-1.7177650169999,100.7904538945,25600
1303,13,SOLOK,-0.92753380299993,100.8378839925,27300
1304,13,SIJUNJUNG,-0.64873593249996,101.1429174375,27500
1305,13,"TANAH DATAR",-0.46981850249993,100.5827982045,"27100,27200"
1306,13,"PADANG PARIAMAN",-0.56671601199994,100.2098469835,25500
1307,13,AGAM,-0.25318265649991,100.153757057,"26100,26400"
1308,13,"LIMA PULUH KOTA",0.029069938500057,100.5559277415,26200
1309,13,PASAMAN,0.3998886285001,100.0474543445,26300
1310,13,"SOLOK SELATAN",-1.3644713159999,101.273582623,27700
1311,13,DHARMASRAYA,-1.250643221,101.5193246885,"27500,27600"
1312,13,"PASAMAN BARAT",0.18796162650004,99.607742002501,"26300,26500"
1371,13,PADANG,-0.93642574649989,100.33151899099,"25100,25200"
1372,13,SOLOK,-0.77887969049979,100.61512301649,27300
1373,13,"SAWAH LUNTO",-0.66147117849995,100.756630496,27400
1374,13,"PADANG PANJANG",-0.46953105599977,100.40133743097,27100
1375,13,BUKITTINGGI,-0.29922910799989,100.36907224398,26100
1376,13,PAYAKUMBUH,-0.22949588849993,100.63275335749,26200
1377,13,PARIAMAN,-0.61202780800006,100.12840046652,25500
1401,14,"KUANTAN SINGINGI",-0.49381757549993,101.476581457,29500
1402,14,"INDRAGIRI HULU",-0.49255914549999,102.2484664745,29300
1403,14,"INDRAGIRI HILIR",-0.29244895999995,103.184810112,29200
1404,14,PELALAWAN,0.16251678300006,102.4357950965,28300
1405,14,SIAK,0.82799229650006,101.9037616285,"28600,28700"
1406,14,KAMPAR,0.32034089400004,101.061363584,28400
1407,14,"ROKAN HULU",0.89325970250007,100.49054616,28500
1408,14,BENGKALIS,1.5252266245001,101.720593995,28700
1409,14,"ROKAN HILIR",2.0708884070001,100.8053554795,28900
1410,14,"KEPULAUAN MERANTI",1.0519707265001,102.721646875,28700
1471,14,PEKANBARU,0.55469803799999,101.45947162149,"28100,28200"
1473,14,DUMAI,1.8531896945001,101.3687307705,28800
1501,15,KERINCI,-2.0612335024999,101.482953636,37100
1502,15,MERANGIN,-2.2070602285,102.0861747485,37300
1503,15,SAROLANGUN,-2.3323053974999,102.642639358,"37400,37300"
1504,15,"BATANG HARI",-1.8531205929999,102.9883785365,36600
1505,15,"MUARO JAMBI",-1.7049424924999,103.7826044305,36300
1506,15,"TANJUNG JABUNG TIMUR",-1.2662229014999,103.9221118005,36700
1507,15,"TANJUNG JABUNG BARAT",-1.092740715,103.1098151085,36500
1508,15,TEBO,-1.3952377355,102.3232091055,37500
