Code,Name,Value
en,"TENAM BUNGKUK","TENAM BUNGKUK"
en,"BATU SURAU","BATU SURAU"
en,"REKIMAI JAYA","REKIMAI JAYA"
en,"PALAK TANAH","PALAK TANAH"
en,"SWARNA DWIPA","SWARNA DWIPA"
en,"LUBUK NIPIS","LUBUK NIPIS"
en,BEDEGUNG,BEDEGUNG
en,INDRAMAYU,INDRAMAYU
en,"MUARA MEO","MUARA MEO"
en,"PANDAN ENIM","PANDAN ENIM"
en,EMBAWANG,EMBAWANG
en,MATAS,MATAS
en,SELEMAN,SELEMAN
en,"MUARA EMIL","MUARA EMIL"
en,"KENCANA MULIA","KENCANA MULIA"
en,"BARU RAMBANG","BARU RAMBANG"
en,"SUGIH WARAS BARAT","WEST SUGIH WARAS"
en,AUR,AUR
en,"JIWA BARU","JIWA BARU"
en,"LUBAI PERSADA","LUBAI PERSADA"
en,"LUBAI MAKMUR","LUBAI MAKMUR"
en,LECAH,LECAH
en,"TANJUNG ENIM SELATAN","SOUTH TANJUNG ENIM"
en,"TANJUNG ENIM","TANJUNG ENIM"
en,"PASAR TANJUNG ENIM","PASAR TANJUNG ENIM"
en,"SAKA JAYA","SAKA JAYA"
en,"PASAR I","PASAR I"
en,"PASAR II","PASAR II"
en,"PASAR III","PASAR III"
en,TUNGKAL,TUNGKAL
en,"LUBUK EMPELAS","LUBUK EMPELAS"
en,"MUARA HARAPAN","MUARA HARAPAN"
en,KEPUR,KEPUR
en,"MUARA GULA BARU","MUARA GULA BARU"
en,"MUARA GULA LAMA","MUARA GULA LAMA"
en,"PINANG BELARIK","PINANG BELARIK"
en,"UJAN MAS LAMA","UJAN MAS LAMA"
en,"UJAN MAS BARU","UJAN MAS BARU"
en,"SUMAJA MAKMUR","SUMAJA MAKMUR"
en,"KAYU ARA SAKTI","KAYU ARA SAKTI"
en,PENANGGIRAN,PENANGGIRAN
en,"GUNUNG MEGANG DALAM","GUNUNG MEGANG DALAM"
en,"GUNUNG MEGANG LUAR","GUNUNG MEGANG LUAR"
en,PERJITO,PERJITO
en,"TANJUNG TERANG","TANJUNG TERANG"
en,"TANJUNG MUNING","TANJUNG MUNING"
en,"PANANG JAYA","PANANG JAYA"
en,"RAMI PASAI","RAMI PASAI"
en,BERUGO,BERUGO
en,"CINTA KASIH","CINTA KASIH"
en,"DARMO KASIH","DARMO KASIH"
en,"TELUK LUBUK","LUBUK BAY"
en,"BELIMBING JAYA","BELIMBING JAYA"
en,"SIMPANG TANJUNG","SIMPANG TANJUNG"
en,"SUBAN JERIJI","SUBAN JERIJI"
en,"AUR DURI","AUR DURI"
en,"MANUNGGAL MAKMUR","MANUNGGAL MAKMUR"
en,"AIR ENAU UPT XI","ENAU UPT XI WATER"
en,"AIR TALAS","TALAS WATER"
en,JEMENANG,JEMENANG
en,"MUARA EMBURUNG","MUARA EMBURUNG"
en,"TEBAT AGUNG","TEBAT AGUNG"
en,"LUBUK RAMAN","LUBUK RAMAN"
en,"AIR LIMAU","LIMAU WATER"
en,GERINAM,GERINAM
en,"MUARA NIRU","MUARA NIRU"
en,"PANGKALAN BABAT","PANGKALAN BABAT"
en,DANGKU,DANGKU
en,SIKU,SIKU
en,"KASIH DEWA","KASIH DEWA"
en,"AIR CEKDAM","CEKDAM WATER"
en,"KURIPAN BARU","KURIPAN BARU"
en,"KARANG ENDAH SELATAN","SOUTH KARANG ENDAH"
en,"TAMBANGAN KELEKAR","TAMBANGAN KELEKAR"
en,MIDAR,MIDAR
en,"GAUNG TELANG","GAUNG TELANG"
en,MELILIAN,MELILIAN
en,PEDATARAN,PEDATARAN
en,SEBAU,SEBAU
en,"PAYA BAKAL","PAYA BAKAL"
en,"TALANG TALING","TALANG TALING"
en,PUTAK,PUTAK
en,"SUKA MENANG","SUKA MENANG"
en,BITIS,BITIS
en,GUMAI,GUMAI
en,KARTAMULIA,KARTAMULIA
en,LEMBAK,LEMBAK
en,"SUNGAI DUREN","DUREN RIVER"
en,PETANANG,PETANANG
en,"TALANG NANGKA","TALANG NANGKA"
en,"LUBUK ENAU","LUBUK ENAU"
en,"ALAI SELATAN","SOUTH ALAI"
en,"PETAR DALAM","PETAR DALAM"
en,"PAYA ANGUS","PAYA ANGUS"
en,"DANAU TAMPANG","TAMPANG LAKE"
en,"MUARA LEMATANG","MUARA LEMATANG"
en,"DANAU BARU","BARU LAKE"
en,"PETAR LUAR","PETAR LUAR"
en,"ARISAN MUSI","ARISAN MUSI"
en,"GEDUNG BURUK","GEDUNG BURUK"
en,"KAYU ARA BATU","KAYU ARA BATU"
en,"ARISAN MUSI TIMUR","EAST ARISAN MUSI"
en,"PATRA TANI","PATRA TANI"
en,"MULIA ABADI","MULIA ABADI"
en,"EMBACANG KELEKAR","EMBACANG KELEKAR"
en,MENANTI,MENANTI
en,"SUBAN BARU","SUBAN BARU"
en,PELEMPANG,PELEMPANG
en,"TANJUNG MEDANG","TANJUNG MEDANG"
en,"MENANTI SELATAN","SOUTH MENANTI"
en,"TALANG BALAI","TALANG BALAI"
en,SIALINGAN,SIALINGAN
en,"GAUNG ASAM","GAUNG ASAM"
en,"LUBUK SEMANTUNG","LUBUK SEMANTUNG"
en,"LUBUK GETAM","LUBUK GETAM"
en,"TALANG BELIUNG","TALANG BELIUNG"
en,"NEGERI KAYA","NEGERI KAYA"
en,"GUNUNG KERTO","GUNUNG KERTO"
en,"MASAM BULAU","MASAM BULAU"
en,"LUBUK TABUN","LUBUK TABUN"
en,"LUBUK DALAM","LUBUK DALAM"
en,"PULAU PANAS","PANAS ISLAND"
en,"SINDANG PANJANG","SINDANG PANJANG"
en,"SIMPANG III PUMU","SIMPANG III PUMU"
en,"UJUNG PULAU","UJUNG PULAU"
en,"BATU RANCING","BATU RANCING"
en,BANGKE,BANGKE
en,"TEBAT LANGSAT","TEBAT LANGSAT"
en,"TUNGGUL BUTE","TUNGGUL BUTE"
en,"GUNUNG LEWAT","GUNUNG LEWAT"
en,"KEBON JATI","KEBON JATI"
en,BINTUHAN,BINTUHAN
en,"MUNTAR ALAM BARU","MUNTAR ALAM BARU"
en,"MUNTAR ALAM LAMA","MUNTAR ALAM LAMA"
en,"PANDAN ARANG ULU","PANDAN ARANG ULU"
en,"MUARA GULA","MUARA GULA"
en,"KARANG LEBAK","KARANG LEBAK"
en,"PADANG MASAT","PADANG MASAT"
en,"DATAR BALAM","DATAR BALAM"
en,PENGENTAAN,PENGENTAAN
en,"AIR PUAR","PUAR WATER"
en,MENGKENANG,MENGKENANG
en,"LAWANG AGUNG MULAK","LAWANG AGUNG MULAK"
en,"TANJUNG NIBUNG","TANJUNG NIBUNG"
en,"TANJUNG BAY","TANJUNG BAY"
en,"TANJUNG KURUNG ULU","TANJUNG KURUNG ULU"
en,"TANJUNG KURUNG ILIR","TANJUNG KURUNG ILIR"
en,"PADANG PERIGI","PADANG PERIGI"
en,"AIR DINGIN LAMA","DINGIN LAMA WATER"
en,"AIR DINGIN BARU","DINGIN BARU WATER"
en,"PANDAN ARANG ILIR","PANDAN ARANG ILIR"
en,"DURIAN DANGKAL","DURIAN DANGKAL"
en,"LUBUK DENDAN","LUBUK DENDAN"
en,"JADIAN BARU","JADIAN BARU"
en,"JADIAN LAMA","JADIAN LAMA"
en,"DANAU BELIDANG","BELIDANG LAKE"
en,"TANJUNG MULAK","TANJUNG MULAK"
en,"TANJUNG SIRIH","TANJUNG SIRIH"
en,"KARANG DALAM","KARANG DALAM"
en,"PAGAR BATU","PAGAR BATU"
en,KUBA,KUBA
en,MERINDU,MERINDU
en,"GEMIDAR ULU","GEMIDAR ULU"
en,"GEMIDAR ILIR","GEMIDAR ILIR"
en,"RIMBA SUJUD","RIMBA SUJUD"
en,"PADANG PAGUN","PADANG PAGUN"
en,"BATU RUSA","BATU RUSA"
en,"SAWAH DARAT","SAWAH DARAT"
en,"AIR LINGKAR","LINGKAR WATER"
en,"SP.II UPT PADANG MUARADUA","SP.II UPT PADANG MUARADUA"
en,"LUBUK SELO","LUBUK SELO"
en,"SINJAR BULAN","SINJAR BULAN"
en,"PADANG GUMAY","PADANG GUMAY"
en,"TINGGI HARI","TINGGI HARI"
en,"MANGUN SARI","MANGUN SARI"
en,SERAMBI,SERAMBI
en,"LUBUK SAWUNG","LUBUK SAWUNG"
en,JARAI,JARAI
en,MUARATAWI,MUARATAWI
en,JEMARING,JEMARING
en,"PAMAH SALAK","PAMAH SALAK"
en,PELAJARAN,PELAJARAN
en,NANTIGIRI,NANTIGIRI
en,BANDARAJI,BANDARAJI
en,TERTAP,TERTAP
en,SADAN,SADAN
en,ACEH,ACEH
en,"KOTA RAYA DARAT","RAYA DARAT CITY"
en,"PAJAR TINGGI","PAJAR TINGGI"
en,"TALANG PADANG TINGGI","TALANG PADANG TINGGI"
en,"TALANG PAGAR AGUNG","TALANG PAGAR AGUNG"
en,"TALANG TANGSI","TALANG TANGSI"
en,"TALANG MENGKENANG","TALANG MENGKENANG"
en,"KOTA RAYA LEMBAK","RAYA LEMBAK CITY"
en,BANTUNAN,BANTUNAN
en,"BENUA RAJA","BENUA RAJA"
en,TONGKOK,TONGKOK
en,"GELUNG SAKTI","GELUNG SAKTI"
en,JENTIAN,JENTIAN
en,"MUARA GELUMPAI","MUARA GELUMPAI"
en,"LAWANG AGUNG LAMA","LAWANG AGUNG LAMA"
en,"LAWANG AGUNG BARU","LAWANG AGUNG BARU"
en,"MUARA JAUH","MUARA JAUH"
en,"RAMBAI KACA","RAMBAI KACA"
en,KAPITAN,KAPITAN
en,"GUNUNG LIWAT","GUNUNG LIWAT"
en,"DARMA RAHARJA","DARMA RAHARJA"
en,SINGAPURA,SINGAPURA
en,"BABAT BARU","BABAT BARU"
en,"JAJARAN BARU","JAJARAN BARU"
en,"JAJARAN LAMA","JAJARAN LAMA"
en,"LUBUK SEKETI","LUBUK SEKETI"
en,"PURWO REJO","PURWO REJO"
en,BANDARJAYA,BANDARJAYA
en,WANARAYA,WANARAYA
en,PURNAMASARI,PURNAMASARI
en,"LUBUK NAMBULAN","LUBUK NAMBULAN"
en,"LUBUK LAYANG ILIR","LUBUK LAYANG ILIR"
en,"LUBUK LAYANG ULU","LUBUK LAYANG ULU"
en,"GUNUNG KARTO","GUNUNG KARTO"
en,"PETIKAL BARU","PETIKAL BARU"
en,"TANDA RAJA","TANDA RAJA"
en,"PETIKAL LAMA","PETIKAL LAMA"
en,"MUARA EMPAYANG","MUARA EMPAYANG"
en,"LUBUK KUTA","LUBUK KUTA"
en,SERONGGO,SERONGGO
en,"LUBUK TAMPANG","LUBUK TAMPANG"
en,CECAR,CECAR
en,"DATAR SERDANG","DATAR SERDANG"
en,"TANJUNG BINDU","TANJUNG BINDU"
en,"BABAT LAMA","BABAT LAMA"
en,"LINGGAR JAYA","LINGGAR JAYA"
en,"KENCANA SARI","KENCANA SARI"
en,"PURWA RAJA","PURWA RAJA"
en,"CEMPAKA SAKTI","CEMPAKA SAKTI"
en,"KEBAN AGUNG SP I","KEBAN AGUNG SP I"
en,"KARANG CAHAYA","KARANG CAHAYA"
en,PAGARDIN,PAGARDIN
en,"LUBUK LUNGKANG","LUBUK LUNGKANG"
en,"BERINGIN JANGGUT","BERINGIN JANGGUT"
en,MASPURA,MASPURA
en,"SUNGAI LARU","LARU RIVER"
en,"MUARA LINGSING","MUARA LINGSING"
en,PURBAMAS,PURBAMAS
en,"PAGAR SARI","PAGAR SARI"
en,"PAGAR NEGARA","PAGAR NEGARA"
en,"RD. PJKA LAHAT","RD. PJKA LAHAT"
en,"LAHAT TENGAH","CENTRAL LAHAT"
en,SELAWI,SELAWI
en,"KOTA JAYA","JAYA CITY"
en,"RD. PJKA BANDAR AGUNG","RD. PJKA BANDAR AGUNG"
en,"PADANG LENGKUAS","PADANG LENGKUAS"
en,SENABING,SENABING
en,MAKARTITAMA,MAKARTITAMA
en,"ULAK MAS","ULAK MAS"
en,"SARI BUNGA MAS","SARI BUNGA MAS"
en,GIRIMULIYA,GIRIMULIYA
en,"TALANG JAWA SELATAN","SOUTH TALANG JAWA"
en,"TALANG JAWA UTARA","NORTH TALANG JAWA"
en,"TANJUNG PERIUK","TANJUNG PERIUK"
en,"TANJUNG KARANGAN","TANJUNG KARANGAN"
en,"MUARA TANDI","MUARA TANDI"
en,"ENDIKAT ILIR","ENDIKAT ILIR"
en,"NGALAM BARU","NGALAM BARU"
en,BATAY,BATAY
en,"BATU NIDING","BATU NIDING"
en,"LUBUK MABAR","LUBUK MABAR"
en,"LUBUK TUBA","LUBUK TUBA"
en,"LUBUK ATUNG","LUBUK ATUNG"
en,"TANJUNG PAYANG","TANJUNG PAYANG"
en,"TALANG SEJEMPUT","TALANG SEJEMPUT"
en,"MUARA CAWANG","MUARA CAWANG"
en,KERUNG,KERUNG
en,"LEBAK BUDI","LEBAK BUDI"
en,"MUARA TEMIANG","MUARA TEMIANG"
en,"LUBUK KEPAYANG","LUBUK KEPAYANG"
en,"MUARA MAUNG","MUARA MAUNG"
en,TELATANG,TELATANG
en,"SIRAH PULAU","SIRAH PULAU"
en,ARAHAN,ARAHAN
en,"TANJUNG JAMBU","TANJUNG JAMBU"
en,"MUARA LAWAI","MUARA LAWAI"
en,"LEBUAY BANDUNG","LEBUAY BANDUNG"
en,"TANJUNG LONTAR","TANJUNG LONTAR"
en,"CEMPAKA WANGI","CEMPAKA WANGI"
en,"LEMATANG JAYA","LEMATANG JAYA"
en,PERANGAI,PERANGAI
en,"LUBUK PEDARA","LUBUK PEDARA"
en,PASENAN,PASENAN
en,TERAWAS,TERAWAS
en,"SUKA MANA","SUKA MANA"
en,"PADU RAKSA","PADU RAKSA"
en,SUKAREJO,SUKAREJO
en,SUKAMERINDU,SUKAMERINDU
en,KOSGORO,KOSGORO
en,"SUKARAYA BARU","SUKARAYA BARU"
en,SELANGIT,SELANGIT
en,"TABA REMANIK","TABA REMANIK"
en,"PRABU MENANG","PRABU MENANG"
en,"TABA GINDO","TABA GINDO"
en,"MUARA NILAU","MUARA NILAU"
en,"BATU GANE","BATU GANE"
en,"LUBUK NGIN","LUBUK NGIN"
en,"LUBUK NGIN BARU","LUBUK NGIN BARU"
en,"SUMBER HARTA","SUMBER HARTA"
en,"JAMBU REJO","JAMBU REJO"
en,WIDODO,WIDODO
en,NAWANGSASI,NAWANGSASI
en,SUKOMULIO,SUKOMULIO
en,"TAMBAH ASRI","TAMBAH ASRI"
en,DWIJAYA,DWIJAYA
en,"SITI HARJO","SITI HARJO"
en,TRIWIKATON,TRIWIKATON
en,"MANGUN HARJO","MANGUN HARJO"
en,MARDIHARJO,MARDIHARJO
en,PAGARSARI,PAGARSARI
en,"PURWA KARYA","PURWA KARYA"
en,KARYADADI,KARYADADI
en,"SADAR KARYA","SADAR KARYA"
en,PEDANG,PEDANG
en,"MUARA BELITI BARU","MUARA BELITI BARU"
en,"PASAR MUARA BELITI","PASAR MUARA BELITI"
en,"MANA RESMI","MANA RESMI"
en,"TANAH PERIUK I","TANAH PERIUK I"
en,"KETUAN JAYA","KETUAN JAYA"
en,"AIR SATAN","SATAN WATER"
en,"DURIAN REMUK","DURIAN REMUK"
en,"SATAN INDAH JAYA","SATAN INDAH JAYA"
en,"AIR LESING","LESING WATER"
en,"RANTAU SERIK","RANTAU SERIK"
en,KEBUR,KEBUR
en,"MUARA KATI BARU I","MUARA KATI BARU I"
en,"MUARA KATI BARU II","MUARA KATI BARU II"
en,"MUARA KATI LAMA","MUARA KATI LAMA"
en,"RANTAU BINGIN","RANTAU BINGIN"
en,"SIMPANG GEGAS TEMUAN","SIMPANG GEGAS TEMUAN"
en,"KEBUR JAYA","KEBUR JAYA"
en,MARGATUNGGAL,MARGATUNGGAL
en,"NGESTIBOGA II","NGESTIBOGA II"
en,"NGESTIBOGA I","NGESTIBOGA I"
en,NGESTIKARYA,NGESTIKARYA
en,"RANTAU ALIH","RANTAU ALIH"
en,CIPTODADI,CIPTODADI
en,SUKOWARNO,SUKOWARNO
en,"YUDHA KARYA","YUDHA KARYA"
en,"CIPTODADI II","CIPTODADI II"
en,"MANDI AUR","MANDI AUR"
en,"TANJUNG LAMA","TANJUNG LAMA"
en,"MUARA KELINGI","MUARA KELINGI"
en,"LUBUK TUA","LUBUK TUA"
en,BINGIN,BINGIN
en,"TUGU SEMPURNA","TUGU SEMPURNA"
en,"BELITI JAYA","BELITI JAYA"
en,"PETRANS JAYA","PETRANS JAYA"
en,"KARYA TELADAN","KARYA TELADAN"
en,"TEMUAN SARI","TEMUAN SARI"
en,"TEMUAN JAYA","TEMUAN JAYA"
en,"MANGAN JAYA","MANGAN JAYA"
en,"LUBUK MUDA","LUBUK MUDA"
en,"G KEMBANG BARU","G KEMBANG BARU"
en,"G KEMBANG LAMA","G KEMBANG LAMA"
en,"SUNGAI BUNUT","BUNUT RIVER"
en,TRIMUKTI,TRIMUKTI
en,"RAKSA BUDI","RAKSA BUDI"
en,"PANGKALAN TARUM LAMA","PANGKALAN TARUM LAMA"
en,PELAWE,PELAWE
en,"LUBUK PAUH","LUBUK PAUH"
en,"SEMBATU JAYA SPI","SEMBATU JAYA SPI"
en,"AIR BELITI","BELITI WATER"
en,"JAYA TUNGGAL","JAYA TUNGGAL"
en,REMAYU,REMAYU
en,PETUNANG,PETUNANG
en,"DHARMA SAKTI","DHARMA SAKTI"
en,BANPRES,BANPRES
en,BAMASKO,BAMASKO
en,"LEBAN JAYA","LEBAN JAYA"
en,"PIAN RAYA","PIAN RAYA"
en,"SP V TRI ANGGUNJAYA","SP V TRI ANGGUNJAYA"
en,"SINDANG LAYA","SINDANG LAYA"
en,PENDINGAN,PENDINGAN
en,"MUARA RENGAS","MUARA RENGAS"
en,SEMETEH,SEMETEH
en,"LUBUK PANDAN","LUBUK PANDAN"
en,"MUARA LAKITAN","MUARA LAKITAN"
en,"PRABUMULIH I","PRABUMULIH I"
en,"PRABUMULIH II","PRABUMULIH II"
en,"MARGA BARU","MARGA BARU"
en,"SEMANGUS BARU","SEMANGUS BARU"
en,"MEGANG SAKTI II","MEGANG SAKTI II"
en,"MEGANG SAKTI IV","MEGANG SAKTI IV"
en,"MEGANG SAKTI III","MEGANG SAKTI III"
en,"PAGAR AYU","PAGAR AYU"
en,"MEGANG SAKTI I","MEGANG SAKTI I"
en,"MEGANG SAKTI V","MEGANG SAKTI V"
en,"JAJARAN BARU II","JAJARAN BARU II"
en,"MUARA MEGANG","MUARA MEGANG"
en,"MARGA PUSPITA","MARGA PUSPITA"
en,TRISAKTI,TRISAKTI
en,"JAJARAN BARU I","JAJARAN BARU I"
en,"MUARA MEGANG I","MUARA MEGANG I"
en,"TALANG UBI","TALANG UBI"
en,"AIR BALUI","BALUI WATER"
en,"JUD II","JUD II"
en,"JUD I","JUD I"
en,PENGGAGE,PENGGAGE
en,"NGULAK III","NGULAK III"
en,NGUNANG,NGUNANG
en,"ULAK  EMBACANG","ULAK  EMBACANG"
en,"NGULAK I","NGULAK I"
en,"NGULAK II","NGULAK II"
en,"KEBAN II","KEBAN II"
en,"KEBAN I","KEBAN I"
en,PANAI,PANAI
en,"MACANG SAKTI","MACANG SAKTI"
en,NGULAK,NGULAK
en,TOMAN,TOMAN
en,"MANGUN JAYA","MANGUN JAYA"
en,"MUARA PUNJUNG","MUARA PUNJUNG"
en,BERUGA,BERUGA
en,SUGIWARAS,SUGIWARAS
en,"SUGI RAYA","SUGI RAYA"
en,SEREKA,SEREKA
en,"SUNGAI ANGIT","ANGIT RIVER"
en,"PANGKALAN JAYA","PANGKALAN JAYA"
en,PENGATURAN,PENGATURAN
en,PINGGAP,PINGGAP
en,"TALANG LEBAN","TALANG LEBAN"
en,SAUD,SAUD
en,"BUKIT SEJAHTERA","SEJAHTERA HILL"
en,"BUKIT SELABU UPT II","SELABU UPT II HILL"
en,"TANJUNG BALI","TANJUNG BALI"
en,"LUBUK BUAH","LUBUK BUAH"
en,"BUKIT PANGKUASAN UPT IV","PANGKUASAN UPT IV HILL"
en,"SUNGAI NAPAL","NAPAL RIVER"
en,"PANGKALAN BULIAN","PANGKALAN BULIAN"
en,"LUBUK BINTIALO","LUBUK BINTIALO"
en,"SAKO SUBAN","SAKO SUBAN"
en,"ULAK KEMBANG","ULAK KEMBANG"
en,"SUKAJAYA (SP.3)","SUKAJAYA (SP.3)"
en,"BUKIT INDAH (B3)","INDAH (B3) HILL"
en,"CINTA KARYA (C3)","CINTA KARYA (C3)"
en,"SIALANG AGUNG (CII)","SIALANG AGUNG (CII)"
en,"WARGA MULYA (B4)","WARGA MULYA (B4)"
en,"TANJUNG KAPUTRAN (B5)","TANJUNG KAPUTRAN (B5)"
en,"AIR PUTIH ILIR","PUTIH ILIR WATER"
en,"SUMBER REZEKI","SUMBER REZEKI"
en,"ULAK PACEH","ULAK PACEH"
en,"RANTAU KASIH","RANTAU KASIH"
en,"KARANG RINGIN II","KARANG RINGIN II"
en,"KARANG RINGIN I","KARANG RINGIN I"
en,"ULAK TEBERAU","ULAK TEBERAU"
en,"ULAK PACEH JAYA","ULAK PACEH JAYA"
en,"TALANG PIASE","TALANG PIASE"
en,"PANDAN DULANG","PANDAN DULANG"
en,"PAGAR KAYA","PAGAR KAYA"
en,"SUKA LALI","SUKA LALI"
en,KERTAYU,KERTAYU
en,"TEBING BULANG","TEBING BULANG"
en,"KERTA JAYA","KERTA JAYA"
en,"TALANG MANDUNG","TALANG MANDUNG"
en,"BANGKIT RAYA","BANGKIT RAYA"
en,"BARU JAYA","BARU JAYA"
en,"TALANG SIMPANG","TALANG SIMPANG"
en,LAYAN,LAYAN
en,"MEKARJAYA D.1","MEKARJAYA D.1"
en,"RUKUN RAHAYU","RUKUN RAHAYU"
en,"RIMBAH UKUR","RIMBAH UKUR"
en,"SUNGAI MEDAK","MEDAK RIVER"
en,"SUNGAI BATANG/ C.6","BATANG/ C.6 RIVER"
en,"SOAK BARU","SOAK BARU"
en,"SERASAN JAYA","SERASAN JAYA"
en,LUMPATAN,LUMPATAN
en,BAILANGU,BAILANGU
en,"MUARA TELADAN","MUARA TELADAN"
en,"LUMPATAN II","LUMPATAN II"
en,"BAILANGU TIMUR","EAST BAILANGU"
en,"DANAU CALA","CALA LAKE"
en,"RANTAU KEROYA","RANTAU KEROYA"
en,"TELUK KIJING I","KIJING I BAY"
en,"TANJUNG AGUNG BARAT","WEST TANJUNG AGUNG"
en,"TANJUNG AGUNG TIMUR","EAST TANJUNG AGUNG"
en,"TANJUNG AGUNG UTARA","NORTH TANJUNG AGUNG"
en,"TELUK KIJING III","KIJING III BAY"
en,"TELUK KIJING II","KIJING II BAY"
en,EPIL,EPIL
en,"TANJUNG AGUNG SELATAN","SOUTH TANJUNG AGUNG"
en,"LAIS UTARA","NORTH LAIS"
en,"SUKADAMAI BARU","SUKADAMAI BARU"
en,"BERLIAN MAKMUR","BERLIAN MAKMUR"
en,SRIGUNUNG,SRIGUNUNG
en,"LINGGO SARI","LINGGO SARI"
en,"NUSA SERASAN","NUSA SERASAN"
en,"PINANG BANJAR","PINANG BANJAR"
en,"MEKAR JADI","MEKAR JADI"
en,"SUNGAI LILIN JAYA","LILIN JAYA RIVER"
en,TENGGARO,TENGGARO
en,"TEGAL MULYA","TEGAL MULYA"
en,DAWAS,DAWAS
en,"CIPTA PRAJA","CIPTA PRAJA"
en,"MULYO ASIH","MULYO ASIH"
en,SRIDAMAI,SRIDAMAI
en,"BABAT BANYUASIN","BABAT BANYUASIN"
en,SUPAT,SUPAT
en,LETANG,LETANG
en,"TENGGULANG JAYA","TENGGULANG JAYA"
en,"BANDAR TENGGULANG","BANDAR TENGGULANG"
en,"TENGGULANG BARU","TENGGULANG BARU"
en,"SERATUS LAPAN","SERATUS LAPAN"
en,"BABAT RAMBA JAYA","BABAT RAMBA JAYA"
en,"SUPAT BARAT","WEST SUPAT"
en,"SUPAT TIMUR","EAST SUPAT"
en,"GAJAH MUDA","GAJAH MUDA"
en,"MUARA MERANG","MUARA MERANG"
en,"TAMPANG BARU","TAMPANG BARU"
en,"PULAI GADING","PULAI GADING"
en,"MUARA MEDAK","MUARA MEDAK"
en,"KALI BERAU","KALI BERAU"
en,MENDIS,MENDIS
en,"SIMPANG BAYAT","SIMPANG BAYAT"
en,"PANGKALAN BAYAT","PANGKALAN BAYAT"
en,"PAGAR DESA","PAGAR DESA"
en,"BAYAT ILIR","BAYAT ILIR"
en,"BAYUNG LENCIR","BAYUNG LENCIR"
en,"SENAWAR JAYA","SENAWAR JAYA"
en,"MUARA BAHAR","MUARA BAHAR"
en,"MENDIS JAYA","MENDIS JAYA"
en,"BAYUNG LENCIR INDAH","BAYUNG LENCIR INDAH"
en,"GALI SARI","GALI SARI"
en,"PERUMPUNG RAYA","PERUMPUNG RAYA"
en,"KARANG MAKMUR","KARANG MAKMUR"
en,"MADYA MULYA","MADYA MULYA"
en,"KARANG TIRTA","KARANG TIRTA"
en,"TRI MULYA AGUNG","TRI MULYA AGUNG"
en,"SRI KARANG REJO","SRI KARANG REJO"
en,"KARANG MUKTI","KARANG MUKTI"
en,"SARI AGUNG","SARI AGUNG"
en,"JAYA AGUNG","JAYA AGUNG"
en,"BEROJAYA TIMUR","EAST BEROJAYA"
en,"BEJI MULYO","BEJI MULYO"
en,"SIMPANG TUNGKAL","SIMPANG TUNGKAL"
en,PENINGGALAN,PENINGGALAN
en,"PANGKALAN TUNGKAL","PANGKALAN TUNGKAL"
en,"BERLIAN JAYA","BERLIAN JAYA"
en,"BANJAR JAYA","BANJAR JAYA"
en,"SINAR TUNGKAL","SINAR TUNGKAL"
en,"MUARA ABAB","MUARA ABAB"
en,PALDAS,PALDAS
en,"RANTAU BAYUR","RANTAU BAYUR"
en,"TEBING ABANG","TEBING ABANG"
en,"PAGAR BULAN","PAGAR BULAN"
en,"LUBUK RENGAS","LUBUK RENGAS"
en,LEBUNG,LEBUNG
en,"KEMANG BEJALU","KEMANG BEJALU"
en,SEJAGUNG,SEJAGUNG
en,SEMUNTUL,SEMUNTUL
en,"RANTAU HARAPAN","RANTAU HARAPAN"
en,"SUNGAI LILIN","LILIN RIVER"
en,"SUKA RELA","SUKA RELA"
en,"SUNGAI NAIK","NAIK RIVER"
en,"TAJA INDAH","TAJA INDAH"
en,"TAJA MULYA","TAJA MULYA"
en,"TAJA RAYA I","TAJA RAYA I"
en,"PULAU RAJAK","RAJAK ISLAND"
en,"LUBUK KARET","LUBUK KARET"
en,"SRI KEMBANG","SRI KEMBANG"
en,"TAJA RAYA II","TAJA RAYA II"
en,"RIMBA ASAM","RIMBA ASAM"
en,"TALANG IPUH","TALANG IPUH"
en,"AIR SENGGERIS","SENGGERIS WATER"
en,"LUBUK LANCANG","LUBUK LANCANG"
en,BIYUKU,BIYUKU
en,"RIMBA TERAB","RIMBA TERAB"
en,"TABUAN ASRI","TABUAN ASRI"
en,"BUANA MUKTI","BUANA MUKTI"
en,"SENDA MUKTI","SENDA MUKTI"
en,"BUDI ASIH","BUDI ASIH"
en,MAJATRA,MAJATRA
en,"SONGO MAKMUR","SONGO MAKMUR"
en,"RUKUN MAKMUR","RUKUN MAKMUR"
en,"WANA MUKTI","WANA MUKTI"
en,"RAWA BANDA","RAWA BANDA"
en,"NUNGGAL SARI","NUNGGAL SARI"
en,"DANA MULYA","DANA MULYA"
en,"KARANG MANUNGGAL","KARANG MANUNGGAL"
en,PENUGUAN,PENUGUAN
en,"TELUK TENGGULANG","TENGGULANG BAY"
en,"BUMI SERDANG","BUMI SERDANG"
en,KELUANG,KELUANG
en,BENTAYAN,BENTAYAN
en,"SIDANG MAS","SIDANG MAS"
en,"UJUNG TANJUNG","UJUNG TANJUNG"
en,"RIMBA ALAI","RIMBA ALAI"
en,"REGAN AGUNG","REGAN AGUNG"
en,"PELAJAU ILIR","PELAJAU ILIR"
