Code,Name,Value
en,IPU,IPU
en,"LAHEI II","LAHEI II"
en,"LAHEI I","LAHEI I"
en,"JUJU BARU","JUJU BARU"
en,"MUARA BAKAH","MUARA BAKAH"
en,"MUARA INU","MUARA INU"
en,BENGAHON,BENGAHON
en,RAHADEN,RAHADEN
en,"MUARA PARI","MUARA PARI"
en,KARENDAN,KARENDAN
en,HARAGANDANG,HARAGANDANG
en,"HURUNG ENEP","HURUNG ENEP"
en,"NIHAN HILIR","NIHAN HILIR"
en,"NIHAN HULU","NIHAN HULU"
en,"LUWE HILIR","LUWE HILIR"
en,"LUWE HULU","LUWE HULU"
en,"JANGKANG BARU","JANGKANG BARU"
en,"JANGKANG LAMA","JANGKANG LAMA"
en,"PAPAR PUJUNG","PAPAR PUJUNG"
en,"TELUK MALEWAI","MALEWAI BAY"
en,"BENAO HILIR","BENAO HILIR"
en,"BENAO HULU","BENAO HULU"
en,KARAMUAN,KARAMUAN
en,"KUALA JELAI","KUALA JELAI"
en,"SUNGAI BUNDUNG","BUNDUNG RIVER"
en,"SUNGAI RAJA","RAJA RIVER"
en,"PULAU NIBUNG","NIBUNG ISLAND"
en,"SUNGAI DAMAR","DAMAR RIVER"
en,"SUNGAI CABANG BARAT","WEST CABANG RIVER"
en,"NATAI SEDAWAK","NATAI SEDAWAK"
en,PUDU,PUDU
en,"KARTA MULIA","KARTA MULIA"
en,"PANGKALAN MUNTAI","PANGKALAN MUNTAI"
en,JIHING,JIHING
en,"AIR DUA","DUA WATER"
en,"BUKIT SUNGKAI","SUNGKAI HILL"
en,"LUPU PERUCA","LUPU PERUCA"
en,"SEKUNINGAN BARU","SEKUNINGAN BARU"
en,"BALAI RIAM","BALAI RIAM"
en,PEMPANING,PEMPANING
en,"NATAI KONDANG","NATAI KONDANG"
en,AJANG,AJANG
en,"LAMAN BARU","LAMAN BARU"
en,KENAWAN,KENAWAN
en,SEMANTUN,SEMANTUN
en,SEMBIKUAN,SEMBIKUAN
en,"NIBUNG TERJUN","NIBUNG TERJUN"
en,"BATU KOTAM","BATU KOTAM"
en,GUCI,GUCI
en,KUJAN,KUJAN
en,"NANGA BULIK","NANGA BULIK"
en,"BUMI AGUNG","BUMI AGUNG"
en,"ARGA MULYA","ARGA MULYA"
en,BUNUT,BUNUT
en,"SUNGAI MENTAWA","MENTAWA RIVER"
en,BERUTA,BERUTA
en,"PERIGI RAYA","PERIGI RAYA"
en,"NANGA PAMALONTIAN","NANGA PAMALONTIAN"
en,"MEKAR MULYA","MEKAR MULYA"
en,"JANGKAR PRIMA","JANGKAR PRIMA"
en,"TRI TUNGGAL","TRI TUNGGAL"
en,"BINA BHAKTI","BINA BHAKTI"
en,HAMBAWANG,HAMBAWANG
en,"BUKIT HARUM","HARUM HILL"
en,MELATA,MELATA
en,"MUKTI MANUNGGAL","MUKTI MANUNGGAL"
en,"MODANG MAS","MODANG MAS"
en,NANUAH,NANUAH
en,TOPALAN,TOPALAN
en,"LUBUK HIJU","LUBUK HIJU"
en,"NANGA PALIKODAN","NANGA PALIKODAN"
en,SUNGKUP,SUNGKUP
en,"NANGA KORING","NANGA KORING"
en,TOKA,TOKA
en,SEPONDAM,SEPONDAM
en,PEDONGATAN,PEDONGATAN
en,MERAMBANG,MERAMBANG
en,"NANGA KEMUJAN","NANGA KEMUJAN"
en,CUHAI,CUHAI
en,KAWA,KAWA
en,PANOPA,PANOPA
en,SUJA,SUJA
en,SEKOBAN,SEKOBAN
en,BAKONSU,BAKONSU
en,"TAPIN BINI","TAPIN BINI"
en,"KARANG TABA","KARANG TABA"
en,"TANJUNG BERINGIN","TANJUNG BERINGIN"
en,"SUNGAI TUAT","TUAT RIVER"
en,SAMUJAYA,SAMUJAYA
en,"NANGA BELANTIKAN","NANGA BELANTIKAN"
en,BALIBI,BALIBI
en,BAYAT,BAYAT
en,"KARANG BESI","KARANG BESI"
en,BENUATAN,BENUATAN
en,KAHINGAI,KAHINGAI
en,"NANGA MATU","NANGA MATU"
en,PETARIKAN,PETARIKAN
en,"BINTANG MENGALIH","BINTANG MENGALIH"
en,"SUMBER CAHAYA","SUMBER CAHAYA"
en,"RIAM PENAHAN","RIAM PENAHAN"
en,SEPOYU,SEPOYU
en,"RIAM TINGGI","RIAM TINGGI"
en,"LANDAU KANTU","LANDAU KANTU"
en,NYALANG,NYALANG
en,LOPUS,LOPUS
en,SEKOMBULAN,SEKOMBULAN
en,KUDANGAN,KUDANGAN
en,PENYOMBAAN,PENYOMBAAN
en,"HULU JOJABO","HULU JOJABO"
en,"BATU TAMBUN","BATU TAMBUN"
en,KINIPAN,KINIPAN
en,GINIH,GINIH
en,BENAKITAN,BENAKITAN
en,MENGKALANG,MENGKALANG
en,"KARANG MAS","KARANG MAS"
en,KINA,KINA
en,JEMUAT,JEMUAT
en,"SUNGAI PERLU","PERLU RIVER"
en,"KUALA PEMBUANG DUA","KUALA PEMBUANG DUA"
en,"KUALA PEMBUANG SATU","KUALA PEMBUANG SATU"
en,"TANJUNG RANGAS","TANJUNG RANGAS"
en,"MUARA DUA","MUARA DUA"
en,JAHITAN,JAHITAN
en,BAUNG,BAUNG
en,"SUNGAI UNDANG","UNDANG RIVER"
en,"PERSIL RAYA","PERSIL RAYA"
en,"KARTIKA BHAKTI","KARTIKA BHAKTI"
en,"BANGUN HARJA","BANGUN HARJA"
en,"HALIMAUNG JAYA","HALIMAUNG JAYA"
en,"TELAGA PULANG","TELAGA PULANG"
en,"SEMBULUH II","SEMBULUH II"
en,"CEMPAKA BARU","CEMPAKA BARU"
en,"ULAK BATU","ULAK BATU"
en,PAREN,PAREN
en,"BANUA USANG","BANUA USANG"
en,"SEMBULUH I","SEMBULUH I"
en,TABIKU,TABIKU
en,LANPASA,LANPASA
en,TERAWAN,TERAWAN
en,SALUNUK,SALUNUK
en,"TANJUNG HANAU","TANJUNG HANAU"
en,"PARANG BATANG","PARANG BATANG"
en,BAHAUR,BAHAUR
en,"PEMBUANG HULU I","PEMBUANG HULU I"
en,"PEMBUANG HULU II","PEMBUANG HULU II"
en,DERANGGA,DERANGGA
en,"PARING RAYA","PARING RAYA"
en,"ASAM BARU","ASAM BARU"
en,"RUNGAU RAYA","RUNGAU RAYA"
en,"TANJUNG HARA","TANJUNG HARA"
en,"TANJUNG PARING","TANJUNG PARING"
en,"PANIMBA RAYA","PANIMBA RAYA"
en,"TANJUNG RANGAS II","TANJUNG RANGAS II"
en,SUKOREJO,SUKOREJO
en,"SUKA JAYA","SUKA JAYA"
en,"BATU AGUNG","BATU AGUNG"
en,"RINGIN AGUNG","RINGIN AGUNG"
en,"GANTUNG PENGAYUH","GANTUNG PENGAYUH"
en,"SUKA MANDANG","SUKA MANDANG"
en,AYAWAN,AYAWAN
en,"MUGI PANYUHU","MUGI PANYUHU"
en,"BUKIT BULUH","BULUH HILL"
en,"TUMBANG BAI","TUMBANG BAI"
en,"DURIAN TUNGGAL","DURIAN TUNGGAL"
en,"RANTAU PULUT","RANTAU PULUT"
en,PENYUMPA,PENYUMPA
en,PANGKE,PANGKE
en,"TANGGA BATU","TANGGA BATU"
en,SEBABI,SEBABI
en,SANDUL,SANDUL
en,"SUKA MULYA","SUKA MULYA"
en,KALANG,KALANG
en,"DURIAN KAIT","DURIAN KAIT"
en,SAHABU,SAHABU
en,"WANA TIRTA","WANA TIRTA"
en,"BATU MANANGIS","BATU MANANGIS"
en,DERAWA,DERAWA
en,MARANDANG,MARANDANG
en,"TUMBANG SUEI","TUMBANG SUEI"
en,"TUMBANG MANJUL","TUMBANG MANJUL"
en,"MOJANG BARU","MOJANG BARU"
en,"MONGOH JUOI","MONGOH JUOI"
en,"TUSUK BELAWAN","TUSUK BELAWAN"
en,"TUMBANG KALAM","TUMBANG KALAM"
en,"TUMBANG DARAP","TUMBANG DARAP"
en,"TUMBANG KASAI","TUMBANG KASAI"
en,"TUMBANG SETAWAI","TUMBANG SETAWAI"
en,"SEPUNDU HANTU","SEPUNDU HANTU"
en,"TUMBANG KUBANG","TUMBANG KUBANG"
en,"RIAM BATANG","RIAM BATANG"
en,"TUMBANG LAKU","TUMBANG LAKU"
en,"BUNTUT SAPAU","BUNTUT SAPAU"
en,"TUMBANG TABERAU","TUMBANG TABERAU"
en,"TANJUNG PAKU","TANJUNG PAKU"
en,"TUMBANG MAGIN","TUMBANG MAGIN"
en,"TUMBANG SETOLI","TUMBANG SETOLI"
en,"TUMBANG HENTAS","TUMBANG HENTAS"
en,"TUMBANG LANGKAI","TUMBANG LANGKAI"
en,"TANJUNG TUKAL","TANJUNG TUKAL"
en,"RANGKANG MUNDUK","RANGKANG MUNDUK"
en,"TUMBANG SALAU","TUMBANG SALAU"
en,"RANTAU BETUNG","RANTAU BETUNG"
en,"TUMBANG GUGUP","TUMBANG GUGUP"
en,"PEGATAN HILIR","PEGATAN HILIR"
en,"PEGATAN HULU","PEGATAN HULU"
en,"SUBUR INDAH","SUBUR INDAH"
en,"SINGAM RAYA","SINGAM RAYA"
en,"KAMPUNG TENGAH","CENTRAL KAMPUNG"
en,"SETIA MULIA","SETIA MULIA"
en,"SUNGAI KAKI","KAKI RIVER"
en,"SELAT BANING","BANING STRAIT"
en,"MAKMUR UTAMA","MAKMUR UTAMA"
en,"BUMI SUBUR","BUMI SUBUR"
en,"BAKUNG RAYA","BAKUNG RAYA"
en,"TELUK SEBULU","SEBULU BAY"
en,MENDAWAI,MENDAWAI
en,"KAMPUNG MELAYU","KAMPUNG MELAYU"
en,"TEWANG KAMPUNG","TEWANG KAMPUNG"
en,"MEKAR TANI","MEKAR TANI"
en,PERIGI,PERIGI
en,"TUMBANG BULAN","TUMBANG BULAN"
en,GALINGGANG,GALINGGANG
en,PARUPUK,PARUPUK
en,KARUING,KARUING
en,JAHANJANG,JAHANJANG
en,"TUMBANG RUNEN","TUMBANG RUNEN"
en,"BAUN BANGO","BAUN BANGO"
en,"ASEM KUMBANG","ASEM KUMBANG"
en,TALINGKE,TALINGKE
en,"HIYANG BANA","HIYANG BANA"
en,HANDIWUNG,HANDIWUNG
en,"TUMBANG PANGGO","TUMBANG PANGGO"
en,"TEWANG TAMPANG","TEWANG TAMPANG"
en,"LUWUK KANAN","LUWUK KANAN"
en,"LUWUK KIRI","LUWUK KIRI"
en,"TEWANG KADAMBA","TEWANG KADAMBA"
en,"TUMBANG LITING","TUMBANG LITING"
en,"KASONGAN BARU","KASONGAN BARU"
en,"KASONGAN LAMA","KASONGAN LAMA"
en,"TALIAN KERENG","TALIAN KERENG"
en,"BANUT KALANAMAN","BANUT KALANAMAN"
en,TELANGKAH,TELANGKAH
en,HAMPALIT,HAMPALIT
en,"TEWANG BERINGIN","TEWANG BERINGIN"
en,HAPALAM,HAPALAM
en,"TEWANG RANGAS","TEWANG RANGAS"
en,BANGKUANG,BANGKUANG
en,"TARUSAN DANUM","TARUSAN DANUM"
en,PENDAHARA,PENDAHARA
en,"TUMBANG TERUSAN","TUMBANG TERUSAN"
en,"KARYA UNGGANG","KARYA UNGGANG"
en,"TEWANG RANGKANG","TEWANG RANGKANG"
en,"TEWANG MANYANGEN","TEWANG MANYANGEN"
en,"TEWANG PAPARI","TEWANG PAPARI"
en,"TEWANG DARAYU","TEWANG DARAYU"
en,"BUNTUT BALI","BUNTUT BALI"
en,"KULUK BALI","KULUK BALI"
en,"MANDUING TAHETA","MANDUING TAHETA"
en,"MANDUING LAMA","MANDUING LAMA"
en,"TUMBANG BANJANG","TUMBANG BANJANG"
en,"TUMBANG LAWANG","TUMBANG LAWANG"
en,"DAHIAN TUNGGAL","DAHIAN TUNGGAL"
en,"TEWANG KARANGAN","TEWANG KARANGAN"
en,"TUMBANG TUNGKU","TUMBANG TUNGKU"
en,GERAGU,GERAGU
en,"TUMBANG TANJUNG","TUMBANG TANJUNG"
en,TURA,TURA
en,"MIRAH KALANAMAN","MIRAH KALANAMAN"
en,"TUMBANG LAHANG","TUMBANG LAHANG"
en,"TEWANG PANJANG","TEWANG PANJANG"
en,"PETAK PUTI","PETAK PUTI"
en,TELOK,TELOK
en,"SAMBA DANUM","SAMBA DANUM"
en,"SAMBA BAKUMPAI","SAMBA BAKUMPAI"
en,"SAMBA KATUNG","SAMBA KATUNG"
en,"SAMBA KAHAYAN","SAMBA KAHAYAN"
en,"NAPU SAHUR","NAPU SAHUR"
en,"BATU BADINDING","BATU BADINDING"
en,"RANTAU ASEM","RANTAU ASEM"
en,"TUMBANG KALAMEI","TUMBANG KALAMEI"
en,"TUMBANG MARAK","TUMBANG MARAK"
en,"TUMBANG HANGEI","TUMBANG HANGEI"
en,"TUMBANG PARIYEI","TUMBANG PARIYEI"
en,DEHES,DEHES
en,"TUMBANG LABEHU","TUMBANG LABEHU"
en,"TUMBANG KAMAN","TUMBANG KAMAN"
en,"TUMBANG MANGGO","TUMBANG MANGGO"
en,KAMANTO,KAMANTO
en,"KULUK HABUHUS","KULUK HABUHUS"
en,"TUMBANG KANEI","TUMBANG KANEI"
en,"TUMBANG TARANEI","TUMBANG TARANEI"
en,"TUMBANG PANGKA","TUMBANG PANGKA"
en,"TUMBANG ATEI","TUMBANG ATEI"
en,"TUMBANG KAWEI","TUMBANG KAWEI"
en,"TUMBANG MANGARA","TUMBANG MANGARA"
en,"DAYA MANUNGGAL","DAYA MANUNGGAL"
en,"RANTAU BANGKIANG","RANTAU BANGKIANG"
en,"TUMBANG BARAOI","TUMBANG BARAOI"
en,"BATU TUKAN","BATU TUKAN"
en,"TUMBANG TANGOI","TUMBANG TANGOI"
en,"TUMBANG JALA","TUMBANG JALA"
en,"BATU BADAK","BATU BADAK"
en,"NUSA KUTAU","NUSA KUTAU"
en,"TUMBANG HABANGOI","TUMBANG HABANGOI"
en,"TUMBANG MANDUREI","TUMBANG MANDUREI"
en,"TUMBANG PAKU","TUMBANG PAKU"
en,"BUNTUT LELENG","BUNTUT LELENG"
en,"KULUK LELENG","KULUK LELENG"
en,"RANGAN SURAI","RANGAN SURAI"
en,"TUMBANG HIRAN","TUMBANG HIRAN"
en,"TUMBANG PAHANEI","TUMBANG PAHANEI"
en,"TUMBANG DAKEI","TUMBANG DAKEI"
en,"RANGAN BURIH","RANGAN BURIH"
en,"TUMBANG BEMBAN","TUMBANG BEMBAN"
en,"TUMBANG LAMBI","TUMBANG LAMBI"
en,"RANGAN TANGKO","RANGAN TANGKO"
en,"TUMBANG TAEI","TUMBANG TAEI"
en,"TUMBANG MALAMAN","TUMBANG MALAMAN"
en,SEBAUNG,SEBAUNG
en,"TUMBANG TUNDU","TUMBANG TUNDU"
en,"TUMBANG TABULUS","TUMBANG TABULUS"
en,"BATU PANAHAN","BATU PANAHAN"
en,"RANGAN RANJING","RANGAN RANJING"
en,"TUMBANG LABANING","TUMBANG LABANING"
en,"BATU BANGO","BATU BANGO"
en,"PENDA TANGARING LAMA","PENDA TANGARING LAMA"
en,"PENDA TANGARING BARU","PENDA TANGARING BARU"
en,"TUMBANG HANGEI II","TUMBANG HANGEI II"
en,"TUMBANG JIGA","TUMBANG JIGA"
en,"TUMBANG SENAMANG","TUMBANG SENAMANG"
en,"TUMBANG KABAYAN","TUMBANG KABAYAN"
en,"TUMBANG MANGKETAI","TUMBANG MANGKETAI"
en,"TUMBANG MANANGEI","TUMBANG MANANGEI"
en,"TUMBANG SABETUNG","TUMBANG SABETUNG"
en,"TUMBANG MAHOP","TUMBANG MAHOP"
en,"SEI NANJAN","SEI NANJAN"
en,"RANTAU BAHAI","RANTAU BAHAI"
en,"RANTAU PUKA","RANTAU PUKA"
en,"TELOK TAMPANG","TELOK TAMPANG"
en,"TUMBANG SALAMAN","TUMBANG SALAMAN"
en,"TUMBANG KUAI","TUMBANG KUAI"
en,"KULUK SAPANGI","KULUK SAPANGI"
en,"DEHES ASEM","DEHES ASEM"
en,"RANGAN KAWIT","RANGAN KAWIT"
en,"KIHAM BATANG","KIHAM BATANG"
en,"TUMBANG KATAEI","TUMBANG KATAEI"
en,"TUMBANG DAHUEI","TUMBANG DAHUEI"
en,"RANTAU PANDAN","RANTAU PANDAN"
en,"TUMBANG GAEI","TUMBANG GAEI"
en,"PENDA NANGE","PENDA NANGE"
en,"RANGAN RONDAN","RANGAN RONDAN"
en,"RANGAN BAHEKANG","RANGAN BAHEKANG"
en,"TUMBANG KAJAMEI","TUMBANG KAJAMEI"
en,"TUMBANG KARUEI","TUMBANG KARUEI"
en,"TANJUNG BATIK","TANJUNG BATIK"
en,"TUMBANG KABURAI","TUMBANG KABURAI"
en,CEMANTAN,CEMANTAN
en,"PAPUYU III SEI PUDAK","PAPUYU III SEI PUDAK"
en,KIAPAK,KIAPAK
en,"PAPUYU II SEI BARUNAI","PAPUYU II SEI BARUNAI"
en,"PAPUYU I SEI PASANAN","PAPUYU I SEI PASANAN"
en,"SEI RUNGUN","SEI RUNGUN"
en,"BAHAUR HILIR","BAHAUR HILIR"
en,"BAHAUR TENGAH","CENTRAL BAHAUR"
en,"BAHAUR HULU","BAHAUR HULU"
en,"TANJUNG PERAWAN","TANJUNG PERAWAN"
en,"BAHAUR BATU RAYA","BAHAUR BATU RAYA"
en,"BAHAUR HULU PERMAI","BAHAUR HULU PERMAI"
en,"BAHAUR BASANTAN","BAHAUR BASANTAN"
en,"PADURAN SEBANGAU","PADURAN SEBANGAU"
en,"PADURAN MULYA","PADURAN MULYA"
en,"SEBANGAU PERMAI","SEBANGAU PERMAI"
en,"SEBANGAU JAYA","SEBANGAU JAYA"
en,"SEBANGAU MULYA","SEBANGAU MULYA"
en,"SEI BAKAU","SEI BAKAU"
en,"SEI HAMBAWANG","SEI HAMBAWANG"
en,TALIO,TALIO
en,GADABUNG,GADABUNG
en,"BELANTI SIAM","BELANTI SIAM"
en,"PANGKOH HILIR","PANGKOH HILIR"
en,"TALIO MUARA","TALIO MUARA"
en,"TALIO HULU","TALIO HULU"
en,"PANGKOH SARI","PANGKOH SARI"
en,"KANTAN MUARA","KANTAN MUARA"
en,"PANGKOH HULU","PANGKOH HULU"
en,SANGGANG,SANGGANG
en,PANTIK,PANTIK
en,"KANTAN DALAM","KANTAN DALAM"
en,"KANTAN ATAS","KANTAN ATAS"
en,GANDANG,GANDANG
en,GARANTUNG,GARANTUNG
en,"MALIKU BARU","MALIKU BARU"
en,BADIRIH,BADIRIH
en,"TAHAI JAYA","TAHAI JAYA"
en,"TAHAI BARU","TAHAI BARU"
en,KANAMIT,KANAMIT
en,"WONO AGUNG","WONO AGUNG"
en,"KANAMIT BARAT","WEST KANAMIT"
en,"SEI BARU TEWU","SEI BARU TEWU"
en,"KANAMIT JAYA","KANAMIT JAYA"
en,"GANDANG BARAT","WEST GANDANG"
en,"MALIKU MULYA","MALIKU MULYA"
en,MINTIN,MINTIN
en,"MANTAREN II","MANTAREN II"
en,"MANTAREN I","MANTAREN I"
en,"PULANG PISAU","PULANG PISAU"
en,"ANJIR PULANG PISAU","ANJIR PULANG PISAU"
en,"HANJAK MAJU","HANJAK MAJU"
en,BERENG,BERENG
en,GARUNG,GARUNG
en,HENDA,HENDA
en,SAKAKAJANG,SAKAKAJANG
en,JABIREN,JABIREN
en,PILANG,PILANG
en,"TUMBANG NUSA","TUMBANG NUSA"
en,"TANJUNG TARUNA","TANJUNG TARUNA"
en,"TANJUNG SANGGALANG","TANJUNG SANGGALANG"
en,"PENDA BARANIA","PENDA BARANIA"
en,"BUKIT RAWI","RAWI HILL"
en,SIGI,SIGI
en,"PETUK LITI","PETUK LITI"
en,"BUKIT LITI","LITI HILL"
en,"BAHU PALAWA","BAHU PALAWA"
en,PAMARUNAN,PAMARUNAN
en,BALUKON,BALUKON
en,"BUKIT BAMBA","BAMBA HILL"
en,TAHAWA,TAHAWA
en,PARAHANGAN,PARAHANGAN
en,"BERENG RAMBANG","BERENG RAMBANG"
en,"MANEN PADURAN","MANEN PADURAN"
en,"MANEN KALEKA","MANEN KALEKA"
en,"LAWANG URU","LAWANG URU"
en,HURUNG,HURUNG
en,HANUA,HANUA
en,RAMANG,RAMANG
en,TAMBAK,TAMBAK
en,PAHAWAN,PAHAWAN
en,BAWAN,BAWAN
en,"TUMBANG TARUSAN","TUMBANG TARUSAN"
en,PANDAWEI,PANDAWEI
en,TANGKAHEN,TANGKAHEN
en,"KASALI BARU","KASALI BARU"
en,TAKARAS,TAKARAS
en,"BERENG JUN","BERENG JUN"
en,"FAJAR HARAPAN","FAJAR HARAPAN"
en,"BELAWAN MULYA","BELAWAN MULYA"
en,"BERENG BELAWAN","BERENG BELAWAN"
en,"TUMBANG SEPAN","TUMBANG SEPAN"
en,"TUMBANG TALAKEN","TUMBANG TALAKEN"
en,"TANGKI DAHUYAN","TANGKI DAHUYAN"
en,"TUMBANG JALEMU","TUMBANG JALEMU"
en,TARINGEN,TARINGEN
en,GOHONG,GOHONG
en,"TUMBANG SAMUI","TUMBANG SAMUI"
en,"TUMBANG OROI","TUMBANG OROI"
en,"LUWUK TUKAU","LUWUK TUKAU"
en,TEHANG,TEHANG
en,"TUMBANG MANTUHE","TUMBANG MANTUHE"
en,"PUTAT DUREI","PUTAT DUREI"
en,PAREMPEI,PAREMPEI
en,TALANGKAH,TALANGKAH
en,"LUWUK LANGKUAS","LUWUK LANGKUAS"
en,"TUMBANG KAJUEI","TUMBANG KAJUEI"
en,"LUWUK KANTOR","LUWUK KANTOR"
en,"TUMBANG BUNUT","TUMBANG BUNUT"
en,"TUMBANG JUTUH","TUMBANG JUTUH"
en,LINAU,LINAU
en,"TUMBANG BARINGEI","TUMBANG BARINGEI"
en,"TUMBANG MALAHOI","TUMBANG MALAHOI"
en,"JAKATAN RAYA","JAKATAN RAYA"
en,"BERENG BARU","BERENG BARU"
en,"BERENG MALAKA","BERENG MALAKA"
en,"KARYA  BAKTI","KARYA  BAKTI"
en,JANGKIT,JANGKIT
en,SANGAL,SANGAL
en,"BATU PUTER","BATU PUTER"
en,"TUMBANG RAHUYAN","TUMBANG RAHUYAN"
en,HANTAPANG,HANTAPANG
en,"TUMBANG MUJAI","TUMBANG MUJAI"
en,"SEI ANTAI","SEI ANTAI"
en,"TUMBANG TUWE","TUMBANG TUWE"
en,"HUJUNG PATA","HUJUNG PATA"
en,"TUMBANG JALEMU KAJUEI","TUMBANG JALEMU KAJUEI"
en,"JALEMU  RAYA","JALEMU  RAYA"
en,"JALEMU MASULAN","JALEMU MASULAN"
en,"TAJAH ANTANG RAYA","TAJAH ANTANG RAYA"
en,RABAMBANG,RABAMBANG
en,MANGKAWUK,MANGKAWUK
en,"TUMBANG KUAYAN","TUMBANG KUAYAN"
en,"TUMBANG LANGGAH","TUMBANG LANGGAH"
en,"TUSANG  RAYA","TUSANG  RAYA"
en,"TUMBANG BAHANEI","TUMBANG BAHANEI"
en,"PEMATANG LIMAU","PEMATANG LIMAU"
en,TAMPELAS,TAMPELAS
en,"SEPANG KOTA","SEPANG CITY AREA"
en,"SEPANG SIMIN","SEPANG SIMIN"
en,"TEWAI BARU","TEWAI BARU"
en,"TANJUNG KARITAK","TANJUNG KARITAK"
en,RABAUH,RABAUH
en,TUYUN,TUYUN
en,"TUMBANG EMPAS","TUMBANG EMPAS"
en,"RANGAN TATE","RANGAN TATE"
en,KAMPURI,KAMPURI
en,"TUMBANG DANAU","TUMBANG DANAU"
en,"DAHIAN TAMBUK","DAHIAN TAMBUK"
en,"PILANG MUNDUK","PILANG MUNDUK"
en,"TUMBANG HAKAU","TUMBANG HAKAU"
en,"HURUNG BUNUT","HURUNG BUNUT"
en,"TUMBANG TARIAK","TUMBANG TARIAK"
en,"TUMBANG MIWAN","TUMBANG MIWAN"
en,"TEWANG PAJANGAN","TEWANG PAJANGAN"
en,"TUMBANG LAMPAHUNG","TUMBANG LAMPAHUNG"
en,"TELUK NYATU","NYATU BAY"
en,"TANJUNG RIU","TANJUNG RIU"
en,"PETAK BAHANDANG","PETAK BAHANDANG"
en,"TAMPANG TUMBANG ANJIR","TAMPANG TUMBANG ANJIR"
en,"KUALA KURUN","KUALA KURUN"
en,"TUMBANG TAMBIRAH","TUMBANG TAMBIRAH"
en,"TUMBANG MANYANGAN","TUMBANG MANYANGAN"
en,"PENDA PILANG","PENDA PILANG"
en,SARERANGAN,SARERANGAN
en,"TUMBANG PAJANGEI","TUMBANG PAJANGEI"
en,"SUMUR MAS","SUMUR MAS"
en,TEWAH,TEWAH
en,KASINTU,KASINTU
en,"UPON BATU","UPON BATU"
en,"BATU NYIWUH","BATU NYIWUH"
en,"TUMBANG HABAON","TUMBANG HABAON"
en,"TANJUNG UNTUNG","TANJUNG UNTUNG"
en,"SANDUNG TAMBUN","SANDUNG TAMBUN"
en,"SEI RIANG","SEI RIANG"
en,"BATU  NYAPAU","BATU  NYAPAU"
en,"RANGAN MIHING","RANGAN MIHING"
en,"TELUK LAWAH","LAWAH BAY"
en,"TAJA URAP","TAJA URAP"
en,KARASON,KARASON
en,"TUMBANG HAMPUTUNG","TUMBANG HAMPUTUNG"
en,"BATU TANGKUI","BATU TANGKUI"
en,"TUMBANG PASANGON","TUMBANG PASANGON"
en,"TUMBANG MIRI","TUMBANG MIRI"
en,"PENDA RANGAS","PENDA RANGAS"
en,"TUMBANG TAJUNGAN","TUMBANG TAJUNGAN"
en,"TUMBANG TAKAOI","TUMBANG TAKAOI"
en,"TUMBANG KORIK","TUMBANG KORIK"
en,"TUMBANG SIAN","TUMBANG SIAN"
en,"TUMBANG PONYOI","TUMBANG PONYOI"
en,"TELUK KENDURI","KENDURI BAY"
en,"LAWANG KANJI","LAWANG KANJI"
en,"TUMBANG MARAYA","TUMBANG MARAYA"
en,"TUMBANG POSU","TUMBANG POSU"
en,"TUMBANG MARIKOI","TUMBANG MARIKOI"
en,"KARETAU RAMBANGUN","KARETAU RAMBANGUN"
en,"TUMBANG ANOI","TUMBANG ANOI"
en,"KARETAU SARIAN","KARETAU SARIAN"
en,"TUMBANG MAHUROI","TUMBANG MAHUROI"
en,"TUMBANG LAPAN","TUMBANG LAPAN"
en,"TUMBANG SIRUK","TUMBANG SIRUK"
en,"TUMBANG NAPOI","TUMBANG NAPOI"
en,BUNTOI,BUNTOI
en,"TUMBANG KOROI","TUMBANG KOROI"
en,MANGKUHUNG,MANGKUHUNG
en,"TUMBANG MANYOI","TUMBANG MANYOI"
en,"TUMBANG MASUKIH","TUMBANG MASUKIH"
en,"RANGAN HIRAN","RANGAN HIRAN"
en,HAROWU,HAROWU
en,"TUMBANG HATUNG","TUMBANG HATUNG"
en,TANIRAN,TANIRAN
en,"BANYU LANDAS","BANYU LANDAS"
en,BAGOK,BAGOK
en,"TEWAH PUPUH","TEWAH PUPUH"
en,"GUDANG SENG","GUDANG SENG"
en,"PULAU PATAI","PATAI ISLAND"
en,"SARAPAT (EX HARARA)","SARAPAT (EX HARARA)"
en,MAGANTIS,MAGANTIS
en,JAAR,JAAR
en,MATABU,MATABU
en,"TAMIANG LAYANG","TAMIANG LAYANG"
en,JAWETEN,JAWETEN
en,HARINGEN,HARINGEN
en,DORONG,DORONG
en,DIDI,DIDI
en,"KARANG LANGIT","KARANG LANGIT"
en,HARARA,HARARA
en,MANGKARAP,MANGKARAP
en,MATARAH,MATARAH
en,GUMPA,GUMPA
en,MARAGUT,MARAGUT
en,SUMUR,SUMUR
en,MURUTUWU,MURUTUWU
en,BALAWA,BALAWA
en,MAIPE,MAIPE
en,"TELANG BARU","TELANG BARU"
en,"JURU BANU","JURU BANU"
en,"TAMPU LANGIT","TAMPU LANGIT"
en,SIONG,SIONG
en,KALINAPU,KALINAPU
en,"JANAH JARI","JANAH JARI"
en,BANGKIRAYEN,BANGKIRAYEN
en,TANGKAN,TANGKAN
en,AMPARI,AMPARI
en,"WUNGKUR NANAKAN","WUNGKUR NANAKAN"
en,HAYAPING,HAYAPING
en,BIWAN,BIWAN
en,"APAR BATU","APAR BATU"
